department_name,Acronym,course_number,Node_name,course_title,prerequisites,Prereaquisites (clean)
Physics,Ph,79 abc,Ph 79 abc,Senior Thesis (Theory),"To register for this course, the student must obtain approval of the chair of the Physics Undergraduate Committee (Ken Libbrecht)",
Physics,Ph,101,Ph 101,Order-of-Magnitude Physics,,
Physics,Ph,105,Ph 105,Analog Electronics for Physicists,"Ph1abc, Ma2, or equivalent","Ph 1 abc, Ma 2/102"
Physics,Ph,106 abc,Ph 106 abc,Topics in Classical Physics,"Ph 2 ab or Ph 12 abc, Ma 2","Ph 2 abc, Ph 12 abc, Ma 2/102"
Physics,Ph,118 ab,Ph 118 ab,Physics of Measurement,"Ph 127, APh 105, or equivalent, or permission from instructor","Ph 127 ab, APh 105 abc"
Physics,Ph,121 abc,Ph 121 abc,Computational Physics Lab,,
Physics,Ph,125 abc,Ph 125 abc,Quantum Mechanics,"Ma 2 ab, Ph 12 abc or Ph 2 ab, or equivalents","Ma 2/102, Ph 12 abc, Ph 2 abc"
Physics,Ph,127 ab,Ph 127 ab,"Statistical Physics of Interacting Systems, Phases, and Phase Transitions",Ph 12 c or equivalent; quantum mechanics at the level of Ph 125 ab is required for Ph 127 b; may be taken concurrently,"Ph 12 abc, Ph 125 abc"
Physics,Ph,129 abc,Ph 129 abc,Mathematical Methods of Physics,"Ma 2 and Ph 2 abc, or equivalent","Ma 2/102, Ph 2 abc"
Physics,Ph,135,Ph 135,Introduction to Condensed Matter,Ph 125 ab or equivalent or instructor's permission,Ph 125 abc
Physics,Ph,136 abc,Ph 136 abc,Applications of Classical Physics,Ph 106 ab or equivalent,Ph 106 abc
Physics,Ph,137 abc,Ph 137 abc,Atoms and Photons,"Ph 125 ab or equivalent, or instructor's permission",Ph 125 abc
Physics,Ph,139,Ph 139,Introduction to Elementary Particle Physics,"Ph 125 ab or equivalent, or instructor's permission",Ph 125 abc
Physics,Ph,171,Ph 171,Reading and Independent Study,,
Physics,Ph,172,Ph 172,Research in Physics,,
Physics,Ph,177,Ph 177,Advanced Experimental Physics,"Ph 6, Ph 106 a, Ph 125 a or equivalents","Ph 6, Ph 106 abc, Ph 125 abc"
Physics,Ph,198,Ph 198,Special Topics in Physics,,
Physics,Ph,199,Ph 199,Frontiers of Fundamental Physics,"Ph 125 ab, Ph 106 ab, or equivalent","Ph 125 abc, Ph 106 abc"
Physics,Ph,201,Ph 201,Candidacy Physics Fitness,,
Physics,Ph,203,Ph 203,Nuclear Physics,Ph 125 or equivalent,Ph 125 abc
Physics,Ph,205 abc,Ph 205 abc,Relativistic Quantum Field Theory,Ph 125,Ph 125 abc
Physics,Ph,219 abc,Ph 219 abc,Quantum Computation,Ph 125 ab or equivalent,Ph 125 abc
Physics,Ph,223 ab,Ph 223 ab,Advanced Condensed-Matter Physics,"Ph 135 or equivalent, or instructor's permission",Ph 135
Physics,Ph,229 abc,Ph 229 abc,Advanced Mathematical Methods of Physics,Ph 129 abc or equivalent,Ph 129 abc
Physics,Ph,230 abc,Ph 230 abc,Elementary Particle Theory,Ph 205 abc or equivalent,Ph 205 abc
Physics,Ph,232,Ph 232,Introduction to Topological Field Theory,Ph 205,Ph 205 abc
Physics,Ph,235 ab,Ph 235 ab,Theoretical Cosmology and Astroparticle Physics,"General Relativity at the level of Ph 236a, and Quantum Field Theory at the level of Ph 205a","Ph 236 abc, Ph 205 abc"
Physics,Ph,236 abc,Ph 236 abc,General Relativity,"a mastery of special relativity at the level of Goldstein's Classical Mechanics, or of Jackson's Classical Electrodynamics",
Physics,Ph,237,Ph 237,Gravitational Radiation,"Ph 106 b, Ph 12 b or equivalents","Ph 106 abc, Ph 12 abc"
Physics,Ph,242 ab,Ph 242 ab,Physics Seminar,,
Physics,Ph,250,Ph 250,Introduction to String Theory,Ph 205 or equivalent,Ph 205 abc
Physics,Ph,300,Ph 300,Thesis Research,,
