Course,Department Name,Title,Pre Req
PY.320.202,PY New Media,Music for New Media 4,"Music for New Media 2; Co-requisite: The Tools of New Media 1. Music for New Media majors only. Others may take course with permission of instructor.;Music for New Media 3, PY.320.201[C], required. Student must have received at least a B- in order to progress."
PY.320.211,PY New Media,The Tools of New Media 1,"Completion of Introduction to Programming required (PY.350.466[C]).Music for New Media majors only. Others may take course with permission of instructor.;Music for New Media majors only.;Music for New Media 2, PY.320.102[C], required. Student must have received at least a B- in order to enroll."
PY.320.212,PY New Media,The Tools of New Media 2,"Completion of Introduction to Programming required (PY.350.466[C]).Music for New Media majors only. Others may take course with permission of instructor.;Music for New Media majors only.;Tools of New Media 1, PY.320.211[C], required. Student must have received at least a B- in order to progress."
PY.320.301,PY New Media,Mixing Sound for Picture,
PY.320.419,PY New Media,Internship,Music for New Media majors only.
PY.320.495,PY New Media,Music for New Media Capstone,Music for New Media majors only.
PY.320.501,PY New Media,Music for New Media Seminar,
PY.540.491,PY Opera,Acting For Opera 1,Open to Voice majors only.
PY.540.513,PY Opera,Movement 1,Open to Voice majors only.
PY.540.515,PY Opera,Movement (GR),Open to Voice majors only.
PY.540.523,PY Opera,Opera in Action,
PY.540.535,PY Opera,Graduate Opera Seminar,Open to Voice majors only.
PY.540.541,PY Opera,Opera Etudes Seminar,
PY.540.542,PY Opera,Opera Etude Seminar,
PY.540.543,PY Opera,Opera Etudes,
PY.540.639,PY Opera,Opera Workshop,Open to Voice majors only.
PY.540.691,PY Opera,Graduate Acting,
PY.460.423,PY Organ,Organ Literature 1,Open to Organ majors only.
PY.460.424,PY Organ,Organ Literature 2,"Open to Organ majors only.;Completion of Organ Literature 1 required, PY.460.423[C]."
PY.460.425,PY Organ,Resources for Contemporary Church Musicians 1,Open to Organ majors only. Non-majors interested in taking the course should send an email to peabodyregistrar@jhu.edu with instructor permission attached.
PY.460.426,PY Organ,Resources for Contemporary Church Musicians 2,"Open to Organ majors only. Non-majors interested in taking the course should send an email to peabodyregistrar@jhu.edu with instructor permission attached.;Completion of Resources for Contemporary Church Musicians 1 required, PY.460.425[C]."
PY.460.510,PY Organ,Organ for Non-Majors 1,
PY.460.511,PY Organ,Organ for Non-Majors 2,"Completion of Organ for Non-Majors 1 required, PY.460.510[C]."
PY.460.545,PY Organ,Organ Seminar,Open to Organ majors only.
PY.460.546,PY Organ,Organ Seminar,Open to Organ majors only.
PY.460.846,PY Organ,Organ Seminar (GR),Open to Organ majors only.
PY.520.615,PY Pedagogy,Pedagogy Internship,Open to Pedagogy majors only.
PY.520.617,PY Pedagogy,Internship Seminar,Open to Pedagogy majors only.
PY.520.618,PY Pedagogy,Portfolio Development,Open to Pedagogy majors only.
PY.415.567,PY Percussion,Chamber Music for Percussion,Percussion majors only.
PY.415.568,PY Percussion,Chamber Music for Percussion,Percussion majors only.
PY.123.501,PY Performing Arts & Health,Alexander Technique,
PY.123.502,PY Performing Arts & Health,Alexander Technique 2,
PY.123.521,PY Performing Arts & Health,Playing Well 1,
PY.123.522,PY Performing Arts & Health,Playing Well 2,
PY.123.523,PY Performing Arts & Health,Playing Well 3,
PY.560.601,PY Performing Arts & Health,Intro to Research in Performing Arts & Health,
PY.450.111,PY Piano/Keyboard,Sightreading 1,
PY.450.112,PY Piano/Keyboard,Sightreading 2,"Completion of Sightreading 1 required, PY.450.111[C]"
PY.450.213,PY Piano/Keyboard,Accompanying 1,Must have completed Sightreading 1 & 2 (PY.450.111[C] AND PY.450.112[C])
PY.450.214,PY Piano/Keyboard,Accompanying 2,"Completion of Accompanying 1 required, PY.450.213[C]"
PY.450.411,PY Piano/Keyboard,Keyboard Literature: Baroque,
PY.450.412,PY Piano/Keyboard,Keyboard Literature: Classical,
PY.450.413,PY Piano/Keyboard,Keyboard Literature: 19th Century,
PY.450.414,PY Piano/Keyboard,Keyboard Literature: 20th/21st C.,
PY.450.521,PY Piano/Keyboard,Introduction to Piano Technology,
PY.450.531,PY Piano/Keyboard,The Art of Transcription,
PY.450.667,PY Piano/Keyboard,Piano Pedagogy 1,Open to Piano majors only.
PY.450.668,PY Piano/Keyboard,Piano Pedagogy 2,"Open to Piano majors only.;Completion of Piano Pedagogy 1 required, PY.450.667[C]."
PY.450.845,PY Piano/Keyboard,Piano Seminar (DMA),Open to Piano majors only.
PY.715.211,PY Piano/Keyboard,Keyboard Skills 1 - Piano Majors,"Open to Piano, Organ, and Harpsichord majors only."
PY.715.212,PY Piano/Keyboard,Keyboard Skills 2 - Piano Majors,"Open to Piano, Organ, and Harpsichord majors only.;Completion of previous course required, PY.715.211[C]."
PY.715.311,PY Piano/Keyboard,Keyboard Skills 3 - Piano Majors,"Open to Piano, Organ, and Harpsichord majors only.;Completion of PY.715.212[C] required."
PY.715.312,PY Piano/Keyboard,Keyboard Skills 4 - Piano Majors,"Open to Piano, Organ, and Harpsichord majors only.;Completion of PY.715.311[C] required."
PY.715.633,PY Piano/Keyboard,Advanced Keyboard Skills 1 - Piano Majors,
PY.715.634,PY Piano/Keyboard,Advanced Keyboard Skills 2 - Piano Majors,Completion of PY.715.633[C] required.
PY.123.111,PY Professional Studies,Exploring Arts Careers,
PY.123.311,PY Professional Studies,Building a Brand and Portfolio,PY.123.101[C] OR PY.123.111[C]
PY.123.312,PY Professional Studies,Pitching Your Creative Idea (UG),"Completion of Building a Brand and Portfolio needed, PY.123.311[C]."
PY.123.412,PY Professional Studies,Music and the Law,
PY.123.413,PY Professional Studies,"Creativity, Entrepreneurship, and Organizations",
PY.123.415,PY Professional Studies,Arts Leadership Today,
PY.123.418,PY Professional Studies,Legal and Business Aspects of the Recording Industry,
PY.123.499,PY Professional Studies,Business of Music Practicum,
PY.123.611,PY Professional Studies,Building a Brand and Portfolio,
PY.123.612,PY Professional Studies,Pitching Your Creative Idea (GR),"Completion of Building a Brand and Portfolio needed, PY.123.611[C]."
PY.123.625,PY Professional Studies,Classical Music in an Age of Pop,
PY.123.626,PY Professional Studies,How to Speak and Write About Music,
PY.123.630,PY Professional Studies,Writing About Music,
PY.310.701,PY Recitals,Composition Recital (UG),Majors only
PY.310.721,PY Recitals,Composition Recital (DMA),Open to DMA Composition Majors only.
PY.330.721,PY Recitals,Conducting Recital (GR 1),Majors only
PY.330.722,PY Recitals,Conducting Recital (GR 2),"Majors only;Completion or co-registration of previous recital in sequence, PY.330.721[C], needed."
PY.330.723,PY Recitals,Conducting Recital (GR 3),"Majors only;Completion or co-registration of previous recital in sequence, PY.330.722[C], needed."
PY.330.724,PY Recitals,Conducting Recital (GR 4),"Majors only;Completion or co-registration of previous recital in sequence, PY.330.723[C], needed."
PY.330.725,PY Recitals,Conducting Recital (Concerto),Majors only
PY.330.726,PY Recitals,Conducting Recital (Chamber),Majors only
PY.330.727,PY Recitals,Conducting Recital (Lecture),Majors only
PY.350.701,PY Recitals,Computer Music Recital (UG),Majors only
PY.380.701,PY Recitals,Historical Performance Recital (UG),Majors only
PY.380.721,PY Recitals,Historical Performance Recital (GR 1),Majors only
PY.380.722,PY Recitals,Historical Performance Recital (GR 2),"Majors only;Completion or co-registration of previous recital in sequence, PY.380.721[C], needed."
PY.380.723,PY Recitals,Historical Performance Recital (GR 3),"Majors only;Completion or co-registration of previous recital in sequence, PY.380.722[C], needed."
PY.380.724,PY Recitals,Historical Performance Recital (AD 4),"Majors only;Completion or co-registration of previous recital in sequence, PY.380.723[C], needed."
PY.380.725,PY Recitals,Historical Performance Recital (Concerto),Majors only
PY.380.726,PY Recitals,Historical Performance Recital (Chamber),Majors only
PY.380.727,PY Recitals,Historical Performance Recital (Lecture),Majors only
PY.410.701,PY Recitals,Brass Recital (UG),Majors only
PY.410.721,PY Recitals,Brass Recital (GR 1),Majors only
PY.410.722,PY Recitals,Brass Recital (GR 2),"Majors only;Completion or co-registration of previous recital in sequence, PY.410.721[C], needed."
PY.410.723,PY Recitals,Brass Recital (GR 3),"Majors only;Completion or co-registration of previous recital in sequence, PY.410.722[C], needed."
PY.410.724,PY Recitals,Brass Recital (AD 4),"Majors only;Completion or co-registration of previous recital in sequence, PY.410.723[C], needed."
PY.410.725,PY Recitals,Brass Recital (DMA Concerto),Majors only
PY.410.726,PY Recitals,Brass Recital (DMA Chamber),Majors only
PY.410.727,PY Recitals,Brass Recital (DMA Lecture),Majors only
PY.415.701,PY Recitals,Percussion Recital (UG),Majors only
PY.415.721,PY Recitals,Percussion Recital (GR 1),Majors only
PY.415.722,PY Recitals,Percussion Recital (GR 2),"Majors only;Completion or co-registration of previous recital in sequence, PY.415.721[C], needed."
PY.415.723,PY Recitals,Percussion Recital (GR 3),"Majors only;Completion or co-registration of previous recital in sequence, PY.415.722[C], needed."
PY.415.724,PY Recitals,Percussion Recital (AD 4),"Majors only;Completion or co-registration of previous recital in sequence, PY.415.723[C], needed."
PY.415.725,PY Recitals,Percussion Recital (Concerto),Majors only
PY.415.726,PY Recitals,Percussion Recital (Chamber),Majors only
PY.415.727,PY Recitals,Percussion Recital (Lecture),Majors only
PY.420.701,PY Recitals,Harp Recital (UG),Majors only
PY.420.721,PY Recitals,Harp Recital (GR 1),Majors only
PY.420.722,PY Recitals,Harp Recital (GR 2),"Majors only;Completion or co-registration of previous recital in sequence, PY.420.721[C], needed."
PY.420.723,PY Recitals,Harp Recital (GR 3),"Majors only;Completion or co-registration of previous recital in sequence, PY.420.722[C], needed."
PY.420.724,PY Recitals,Harp Recital (AD 4),"Majors only;Completion or co-registration of previous recital in sequence, PY.420.723[C], needed."
PY.420.725,PY Recitals,Harp Recital (DMA Concerto),Majors only
PY.420.726,PY Recitals,Harp Recital (DMA Chamber),Majors only
PY.420.727,PY Recitals,Harp Recital (DMA Lecture),Majors only
PY.425.701,PY Recitals,Strings Recital (UG),Majors only
PY.425.721,PY Recitals,Strings Recital (GR 1),Majors only
PY.425.722,PY Recitals,Strings Recital (GR 2),"Majors only;Completion or co-registration of previous recital in sequence, PY.425.721[C], needed."
PY.425.723,PY Recitals,Strings Recital (GR 3),"Majors only;Completion or co-registration of previous recital in sequence, PY.425.722[C], needed."
PY.425.724,PY Recitals,Strings Recital (AD 4),"Majors only;Completion or co-registration of previous recital in sequence, PY.425.723[C], needed."
PY.425.725,PY Recitals,Strings Recital (DMA Concerto),Majors only
PY.425.726,PY Recitals,Strings Recital (DMA Chamber),Majors only
PY.425.727,PY Recitals,Strings Recital (DMA Lecture),Majors only
PY.430.701,PY Recitals,Woodwinds Recital (UG),Majors only
PY.430.721,PY Recitals,Woodwinds Recital (GR 1),Majors only
PY.430.722,PY Recitals,Woodwinds Recital (GR  2),"Majors only;Completion or co-registration of previous recital in sequence, PY.430.721[C], needed."
PY.430.723,PY Recitals,Woodwinds Recital (GR 3),"Majors only;Completion or co-registration of previous recital in sequence, PY.430.722[C], needed."
PY.430.724,PY Recitals,Woodwinds Recital (AD 4),"Majors only;Completion or co-registration of previous recital in sequence, PY.430.723[C], needed."
PY.430.725,PY Recitals,Woodwinds Recital (Concerto),Majors only
PY.430.726,PY Recitals,Woodwinds Recital (Chamber),Majors only
PY.430.727,PY Recitals,Woodwinds Recital (Lecture),Majors only
PY.450.701,PY Recitals,Piano Recital (UG),Majors only
PY.450.721,PY Recitals,Piano Recital (GR 1),Majors only
PY.450.722,PY Recitals,Piano Recital (GR 2),"Majors only;Completion or co-registration of previous recital in sequence, PY.450.721[C], needed."
PY.450.723,PY Recitals,Piano Recital (GR 3),"Majors only;Completion or co-registration of previous recital in sequence, PY.450.722[C], needed."
PY.450.724,PY Recitals,Piano Recital (AD 4),"Majors only;Completion or co-registration of previous recital in sequence, PY.450.723[C], needed."
PY.450.725,PY Recitals,Piano Recital (DMA Concerto),Majors only
PY.450.726,PY Recitals,Piano Recital (DMA Chamber),Majors only
PY.450.727,PY Recitals,Piano Recital (DMA Lecture),Majors only
PY.460.701,PY Recitals,Organ Recital (UG),Majors only
PY.460.721,PY Recitals,Organ Recital (GR 1),Majors only
PY.460.722,PY Recitals,Organ Recital (GR 2),"Majors only;Completion or co-registration of previous recital in sequence, PY.460.721[C], needed."
PY.460.723,PY Recitals,Organ Recital (GR 3),"Majors only;Completion or co-registration of previous recital in sequence, PY.460.722[C], needed."
PY.460.724,PY Recitals,Organ Recital (AD 4),"Majors only;Completion or co-registration of previous recital in sequence, PY.460.723[C], needed."
PY.460.725,PY Recitals,Organ Recital (DMA Concerto),Majors only
PY.460.726,PY Recitals,Organ Recital (DMA Chamber),Majors only
PY.460.727,PY Recitals,Organ Recital (DMA Lecture),Majors only
PY.470.309,PY Recitals,Guitar Junior Recital,Majors only
PY.470.701,PY Recitals,Guitar Recital (UG),Majors only
PY.470.721,PY Recitals,Guitar Recital (GR 1),Majors only
PY.470.722,PY Recitals,Guitar Recital (GR 2),"Majors only;Completion or co-registration of previous recital in sequence, PY.470.721[C], needed."
PY.470.723,PY Recitals,Guitar Recital (GR 3),"Majors only;Completion or co-registration of previous recital in sequence, PY.470.722[C], needed."
PY.470.724,PY Recitals,Guitar Recital (AD 4),"Majors only;Completion or co-registration of previous recital in sequence, PY.470.723[C], needed."
PY.470.725,PY Recitals,Guitar Recital (DMA Concerto),Majors only
PY.470.726,PY Recitals,Guitar Recital (DMA Chamber),Majors only
PY.470.727,PY Recitals,Guitar Recital (DMA Lecture),Majors only
PY.530.701,PY Recitals,Voice Recital (UG),Majors only
PY.530.721,PY Recitals,Voice Recital (GR 1),Majors only
PY.530.722,PY Recitals,Voice Recital (GR 2),"Majors only;Completion or co-registration of previous recital in sequence, PY.530.721[C], needed."
PY.530.723,PY Recitals,Voice Recital (GR 3),"Majors only;Completion or co-registration of previous recital in sequence, PY.530.722[C], needed."
PY.530.724,PY Recitals,Voice Recital (GR 4),"Majors only;Completion or co-registration of previous recital in sequence, PY.530.723[C], needed."
PY.530.725,PY Recitals,Voice Recital (DMA Concerto),Majors only
PY.530.726,PY Recitals,Voice Recital (DMA Chamber),Majors only
PY.530.727,PY Recitals,Voice Recital (DMA Lecture),Majors only
PY.570.701,PY Recitals,Jazz Recital (UG),Majors only
PY.570.721,PY Recitals,Jazz Recital (GR 1),Majors only
PY.570.722,PY Recitals,Jazz Recital (GR 2),"Majors only;Completion or co-registration of previous recital in sequence, PY.570.721[C], needed."
PY.350.511,PY Recording Arts and Sciences,Songwriting,
PY.550.111,PY Recording Arts and Sciences,Recording 1a - Fundamentals,Open to Recording Arts majors. Non-majors who wish to enroll should email the instructor's permission to peabodyregistrar@jhu.edu.
PY.550.112,PY Recording Arts and Sciences,Recording 1b - Fundamentals,"Completion of Recording 1a with a B- or higher is required, PY.550.111[C]."
PY.550.211,PY Recording Arts and Sciences,Recording 2a - Studio Technology,"Completion of Recording 1b with a B- or higher is required, PY.550.112[C]."
PY.550.212,PY Recording Arts and Sciences,Recording 2b - Studio Technology,"Completion of Recording 2a with a B- or higher is required, PY.550.211C]."
PY.550.311,PY Recording Arts and Sciences,Recording 3a - Classical/Jazz Techniques,"Completion of Recording 2b with a B- or higher is required, PY.550.212[C]."
PY.550.312,PY Recording Arts and Sciences,Recording 3b - Classical/Jazz Mixing and Editing,"Completion of Recording 3a with a B- or higher is required, PY.550.311[C]."
PY.550.411,PY Recording Arts and Sciences,Recording 4a - Rock/Pop Techniques,"Open to Recording Arts majors only.;Completion of Recording 3b with a B- or higher is required, PY.550.312[C]."
PY.550.412,PY Recording Arts and Sciences,Recording 4b - Rock/Pop Mixing and Editing,"Open to Recording Arts majors only.;Completion of Recording 4a with a B- or higher is required, PY.550.411[C]."
PY.550.419,PY Recording Arts and Sciences,Recording Internship,Open to Recording Arts majors only.
PY.550.511,PY Recording Arts and Sciences,Advanced Recording Systems 1,Open to Recording Arts majors only.
PY.550.512,PY Recording Arts and Sciences,Advanced Recording Systems 2,"Open to Recording Arts majors only.;Completion of Advanced Recording Systems 1 with a B- or higher is required, PY.550.511[C]."
PY.550.513,PY Recording Arts and Sciences,Advanced Studio Production 1,Open to Recording Arts majors only.
PY.550.514,PY Recording Arts and Sciences,Advanced Studio Production 2,Open to Recording Arts majors only.;PY.550.513[C]
PY.550.515,PY Recording Arts and Sciences,Musical Acoustics,
PY.550.516,PY Recording Arts and Sciences,Electroacoustics,
PY.550.517,PY Recording Arts and Sciences,Psychoacoustics,
PY.550.519,PY Recording Arts and Sciences,Acoustical/Audio Measurements,"Completion of Architectural Acoustics 1 required, PY.550.624[C]."
PY.550.524,PY Recording Arts and Sciences,Sound Design/Video Games,"Completion of Recording 3b, Advanced Recording Systems 1, or Introduction to Programming required, PY.550.511[C], PY.550.312[C], or PY.350.466[C]. Instructor permission may also be granted instead, and should be emailed to peabodyregistrar@jhu.edu in order to enroll."
PY.550.610,PY Recording Arts and Sciences,Audio Science and Technology,
PY.550.611,PY Recording Arts and Sciences,Consumer Audio Systems,"Completion of Audio Science and Technology required, PY.550.610[C]."
PY.550.624,PY Recording Arts and Sciences,Architectural Acoustics 1,
PY.550.625,PY Recording Arts and Sciences,Audiovisual System Design,"Completion of Electroacoustics required, PY.550.516[C]. Instructor permission may also be granted instead, and should be emailed to peabodyregistrar@jhu.edu in order to enroll."
PY.550.626,PY Recording Arts and Sciences,Noise Control,"Completion of Architectural Acoustics 1 required, PY.550.624[C]. Instructor permission may also be granted instead, and should be emailed to peabodyregistrar@jhu.edu in order to enroll."
PY.550.627,PY Recording Arts and Sciences,Acoustical Modeling,
PY.550.631,PY Recording Arts and Sciences,Graduate Acoustics Seminar 1,
PY.550.632,PY Recording Arts and Sciences,Architectural Acoustics 2,Completion of PY-550-624 Architectural Acoustics 1 and completion or concurrent enrollment in PY-550-626 Noise Control.
PY.550.633,PY Recording Arts and Sciences,Graduate Acoustics Seminar 2,
PY.550.640,PY Recording Arts and Sciences,Acoustics Design Practicum,"Completion of Architectural Acoustics 1 PY.550.632[C] and Graduate Acoustics Seminar 2 PY-550-633[C] required.  Pre- or Co-requisite with Noise Control PY-550-626[C], Acoustical/Audio Measurements PY-550-519 and Acoustical Modeling PY-550-627.;Open to Recording Arts and Acoustics majors only."
PY.550.651,PY Recording Arts and Sciences,Recording for Musicians 1,
PY.550.652,PY Recording Arts and Sciences,Recording for Musicians 2,PY.550.651[C]
PY.425.449,PY Strings,Orchestral Repertoire - Violin,String majors only.
PY.425.450,PY Strings,Orchestral Repertoire - Violin,String majors only.
PY.425.451,PY Strings,Orchestral Repertoire - Viola,String majors only.
PY.425.452,PY Strings,Orchestral Repertoire - Viola,String majors only.
PY.425.465,PY Strings,Orchestral Repertoire - Cello,String majors only.
PY.425.466,PY Strings,Orchestral Repertoire - Cello,String majors only.
PY.425.467,PY Strings,Orchestral Repertoire - Double Bass,String majors only.
PY.425.468,PY Strings,Orchestral Repertoire - Double Bass,String majors only.
PY.425.641,PY Strings,Violoncello Pedagogy 1,String majors only.
PY.425.642,PY Strings,Violoncello Pedagogy 2,"String majors only.;Completion of Violoncello Pedagogy 1 required, PY.425.641[C]."
PY.425.651,PY Strings,Violin/Viola Pedagogy 1,String majors only.
PY.425.652,PY Strings,Violin/Viola Pedagogy 2,"String majors only.;Completion of Violin/Viola Pedagogy 1 required, PY.425.651[C]."
PY.010.100,PY Studio Lessons,Minor Lesson 1/2 Hour,
PY.010.101,PY Studio Lessons,Minor Lesson 1/2 Hr,
PY.020.100,PY Studio Lessons,Minor Lesson 1 Hour,
PY.020.101,PY Studio Lessons,1 Hr Minor Lesson,
PY.050.100,PY Studio Lessons,Major Lesson 1/2 Hour,
PY.100.100,PY Studio Lessons,Major Lesson 1 HR,
PY.100.101,PY Studio Lessons,Major Lesson 1 HR,
PY.186.100,PY Studio Lessons,Vocal Coaching,
PY.380.109,PY Studio Lessons,Historical Performance 109 Jury,Historical Performance majors only.
PY.380.209,PY Studio Lessons,Historical Performance 209 Jury,Historical Performance majors only.
PY.380.309,PY Studio Lessons,Historical Performance 309 Jury,Historical Performance majors only.
PY.410.109,PY Studio Lessons,Brass 109 Jury,Brass majors only
PY.410.209,PY Studio Lessons,Brass 209 Jury,Brass majors only
PY.410.309,PY Studio Lessons,Brass 309 Jury,Brass majors only
PY.415.109,PY Studio Lessons,Percussion 109 Jury,Percussion majors only.
PY.415.209,PY Studio Lessons,Percussion 209 Jury,Percussion majors only.
PY.415.309,PY Studio Lessons,Percussion 309 Jury,Percussion majors only.
PY.420.109,PY Studio Lessons,Harp 109 Jury,Harp majors only.
PY.420.209,PY Studio Lessons,Harp 209 Jury,Harp majors only.
PY.420.309,PY Studio Lessons,Harp 309 Jury,Harp majors only.
PY.425.109,PY Studio Lessons,Strings 109 Jury,String majors only.
PY.425.209,PY Studio Lessons,Strings 209 Jury,String majors only.
PY.425.309,PY Studio Lessons,Strings Jr Recital/309 Jury,Majors only
PY.430.109,PY Studio Lessons,Woodwinds 109 Jury,Woodwind majors only.
PY.430.209,PY Studio Lessons,Woodwinds 209 Jury,Woodwind majors only.
PY.430.309,PY Studio Lessons,Woodwinds 309 Jury,Woodwind majors only.
PY.450.109,PY Studio Lessons,Piano 109 Jury,
PY.450.209,PY Studio Lessons,Piano 209 Jury,Open to Piano majors only.
PY.450.309,PY Studio Lessons,Piano 309 Jury,
PY.460.109,PY Studio Lessons,Organ 109 Jury,
PY.460.209,PY Studio Lessons,Organ 209 Jury,
PY.460.309,PY Studio Lessons,Organ 309 Jury,
PY.470.109,PY Studio Lessons,Guitar 109 Jury,
PY.470.209,PY Studio Lessons,Guitar 209 Jury,
PY.530.109,PY Studio Lessons,Voice 109 Jury,
PY.530.209,PY Studio Lessons,Voice 209 Jury,
PY.530.309,PY Studio Lessons,Voice 309 Jury,
PY.570.109,PY Studio Lessons,Jazz 109 Jury,
PY.570.209,PY Studio Lessons,Jazz 209 Jury,Open to Jazz majors only.
PY.570.309,PY Studio Lessons,Jazz Junior Recital,Open to Jazz majors only.
PY.530.469,PY Voice,Italian Diction,Open to Voice majors only.
PY.530.471,PY Voice,Russian Diction,Open to Voice majors only.
PY.530.473,PY Voice,Opera Literature,
PY.530.474,PY Voice,Opera Literature,
PY.530.475,PY Voice,English Diction,Open to Voice majors only.
PY.530.477,PY Voice,German Diction,Open to Voice majors only.
PY.530.478,PY Voice,Czech Diction,Open to Voice majors only.
PY.530.483,PY Voice,French Diction,Open to Voice majors only.
PY.530.545,PY Voice,Graduate Diction Review 1,Open to Voice majors only.
PY.530.546,PY Voice,Graduate Diction Review 2,"Open to Voice majors only.;Completion of Graduate Diction Review 1 required, PY.530.545[C]."
PY.530.589,PY Voice,Vocal Literature: English/Italian,"Undergraduates need to have completed English and Italian Diction in order to enroll, PY.530.469[C] and PY.530.475[C].;Open to Voice majors only."
PY.530.590,PY Voice,Vocal Literature: German/French,"Undergraduates need to have completed German and French Diction in order to enroll, PY.530.477[C] and PY.530.483[C].;Open to Voice majors only."
PY.530.617,PY Voice,Singing Bach,Open to Voice majors only.
PY.530.645,PY Voice,Musical Theatre Survey,Open to Voice majors only.
PY.530.671,PY Voice,Operas of Mozart,Open to Voice majors only.
PY.530.672,PY Voice,Verdi and Verismo Opera,Open to Voice majors only.
PY.530.679,PY Voice,Advanced French Airs and Melodies,Open to Voice majors only.
PY.530.680,PY Voice,Survey of African-American Art Song,Open to Voice majors only.
PY.530.683,PY Voice,Vocal Pedagogy,Open to Voice majors only.
PY.530.684,PY Voice,Vocal Pedagogy Lab,"Open to Voice majors only.;Completion of previous course required, PY.530.683[C]."
PY.530.686,PY Voice,Bel Canto Opera,Open to Voice majors only.
PY.530.687,PY Voice,Oratorio,Open to Voice majors only.
PY.530.691,PY Voice,21st Century Voice 1,Open to Voice majors only.
PY.530.692,PY Voice,21st Century Voice 2,"Open to Voice majors only.;Completion of previous course needed, PY.530.691[C]."
PY.530.695,PY Voice,Advanced Lieder Studies,Open to Voice majors only.
PY.540.540,PY Voice,Opera Etudes,
PY.430.455,PY Woodwinds,Orchestral Repertoire - Clarinet,Woodwind majors only.
PY.430.456,PY Woodwinds,Orchestral Repertoire - Clarinet,Woodwind majors only.
PY.430.463,PY Woodwinds,Piccolo Class,Woodwind majors only.
PY.430.464,PY Woodwinds,Piccolo Class,Woodwind majors only.
PY.430.519,PY Woodwinds,Orchestral Repertoire -  Flute,Woodwind majors only.
PY.430.520,PY Woodwinds,Orchestral Repertoire -  Flute,Woodwind majors only.
PY.430.573,PY Woodwinds,Orchestral Repertoire - Oboe/ EH,Woodwind majors only.
PY.430.574,PY Woodwinds,Orchestral Repertoire - Oboe/ EH,Woodwind majors only.
PY.430.575,PY Woodwinds,Orchestral Repertoire - Bassoon,Woodwind majors only.
PY.430.576,PY Woodwinds,Orchestral Repertoire - Bassoon,Woodwind majors only.
PY.430.591,PY Woodwinds,Oboe Reed Making,Woodwind majors only.
PY.430.592,PY Woodwinds,Oboe Reed Making,Woodwind majors only.
SA.110.403,SA Africa,DIA Thesis,
SA.550.100,SA Africa,"Democracy, Political Reform and Civil Society in Africa",
SA.550.101,SA Africa,Conflict and the African Great Lakes,
SA.550.102,SA Africa,"Making US Policy in Africa: Strategy, Tools, and Tactics",
SA.550.103,SA Africa,Contemporary African Politics,
SA.550.104,SA Africa,African Development,
SA.550.105,SA Africa,International Relations of Africa,
SA.550.106,SA Africa,Political Economy of African Development,
SA.550.107,SA Africa,Political Economy of Africa,
SA.200.701,SA American Foreign Policy,Conduct of Foreign Policy,
SA.901.000,SA Arabic,Arabic,
SA.901.728,SA Arabic,Advanced Conversational Arabic,
SA.901.994,SA Arabic,Arabic Language Placement Test,
SA.901.995,SA Arabic,Arabic Listening Proficiency,SA.901.721[C] OR SA.901.722[C] OR SA.901.723[C] OR SA.901.724[C] OR SA.901.725[C] OR SA.901.730[C] OR SA.901.731[C] OR SA.901.732[C] OR SA.901.733[C] OR SA.901.994[C]
SA.901.996,SA Arabic,Arabic Speaking Proficiency,SA.901.721[C] OR SA.901.722[C] OR SA.901.723[C] OR SA.901.724[C] OR SA.901.725[C] OR SA.901.730[C] OR SA.901.731[C] OR SA.901.732[C] OR SA.901.733[C] OR SA.901.994[C]
SA.901.997,SA Arabic,Arabic Reading Proficiency,SA.901.721[C] OR SA.901.722[C] OR SA.901.723[C] OR SA.901.724[C] OR SA.901.725[C] OR SA.901.730[C] OR SA.901.731[C] OR SA.901.732[C] OR SA.901.733[C] OR SA.901.994[C]
SA.901.998,SA Arabic,Arabic Writing Proficiency,
SA.552.100,SA Asia,"Financial Systems of Japan and China: Domestic, Regional and International Perspectives",SA.100.304[C] AND ( ( SA.380.760[C] OR SA.510.102[C] OR SA.380.722[C] OR SA.510.108[C] ) OR ( SA.380.722[C] OR SA.510.108[C] ) )
SA.552.101,SA Asia,Asian Energy Security,
SA.552.102,SA Asia,Demystifying Indonesia:  The Political Economy of an Important Southeast Asian State,
SA.552.103,SA Asia,History of Modern Southeast Asia,
SA.552.104,SA Asia,India's Challenges and the Future of a Sixth of Humanity,
SA.552.105,SA Asia,International Relations of Southeast Asia,
SA.552.106,SA Asia,Japanese Politics and Foreign Policy,
SA.552.107,SA Asia,Maritime Security in Indo-Pacific,
SA.552.108,SA Asia,North Korea: Policymaking Primer,
SA.552.109,SA Asia,Nuclear Proliferation in Asia: Politics and History,
SA.552.110,SA Asia,Political Economy and Development Strategies in East Asia,
SA.552.111,SA Asia,Political History of North and South Korea,
SA.552.112,SA Asia,Security Challenges & Military Modernization in South Asia,
SA.552.113,SA Asia,"The U.S., Japan, and Great Power Competition in Southeast Asia",
SA.552.114,SA Asia,U.S. Security Policy in the Indo-Pacific,
SA.552.115,SA Asia,US-Japan Relations in Global Context,( SA.552.106[C] OR SA.760.741[C] ) OR SA.760.702[C]
SA.552.116,SA Asia,Technology and Security in Asia: India,
SA.552.117,SA Asia,The Korean Economy: Sustaining Convergence to the Highest-Income Countries,
SA.552.118,SA Asia,Global Korea: Understanding Contemporary Issues,
